152.8	35
158.3	34
163.5	33
160.9	32
154.3	32
148.5	30
147.8	29
152.8	28
160.3	27
162	26
158.7	25
152.8	24
149.4	23
149.2	22
146.8	21
143.5	20
138.2	19
133.8	19
126.7	18
122.6	17
119.6	17
117.9	16
114.6	16
109.3	15
103.2	15
99.1	14
99	14
99.1	14
100.4	14
98	14
94.3	13
89.6	13
84.5	13
81.9	13
79.1	13
76.4	13
70.1	13
63.4	13
57	13
53.8	13
52.1	12
50.2	12
49.7	12
41.4	12
19.8	12
0	11
-39.5	11
-76	11
-78.3	10
-65.1	10
-58.4	10
-55	9
-71.3	9
-67.8	9
-64.2	8
-72.9	8
-84.3	8
-89.2	8
-89.1	8
-84.8	8
-81.4	8
-82.3	8
-84.6	8
-84.7	8
-82.3	8
-77.1	8
-71.8	8
-68.9	9
-66.5	9
-65.2	10
-59.2	10
-49.4	11
-38.1	12
-28.9	13
-22.2	13
-19.1	14
-17.5	15
-13.8	16
-6.4	17
2.2	18
8.6	18
14.7	19
18.9	20
24.3	21
31.9	22
40.9	23
50	23
54.6	24
58.9	24
62	25
68	26
73.3	26
78.6	26
83.1	26
83.5	27
81	27
77.4	27
75.1	27
71.8	26
70	26
68.8	26
67.8	25
66.9	25
66.5	24
66.1	24
66.6	23
68.3	22
69.3	22
70.9	21
73.2	20
78.1	20
83.9	19
93.6	18
98.4	17
101.7	16
80.1	15
58.5	15
58	14
64.5	13
40.6	12
40	12
46.5	11
30.9	10
47.2	9
65.4	9
73.8	8
84.6	7
89.2	7
94.7	6
96.2	6
91.5	5
80.6	5
71.4	4
67.7	4
69.6	4
74.8	3
80.5	3
85.7	3
90.7	3
97.2	3
102.3	3
109.5	4
113.9	4
116.2	4
119.2	5
122	5
127.2	6
134.1	6
141.5	7
147.2	8
152.7	9
155.4	10
159.5	11
161.5	12
164.2	13
165	14
163.3	15
161.1	16
157.5	17
155.4	18
154.5	19
153.9	20
152.1	21
149.8	22
144.8	23
138.8	23
135.1	24
131.3	25
129.5	25
125.6	26
121.2	26
116.1	26
112.2	27
108	27
104.4	27
101.9	27
98.8	27
95.9	26
98.5	26
107.6	26
106.7	25
86.5	25
63.7	24
55.2	24
49.4	23
33.2	22
28.2	22
51.4	21
86.4	20
85.7	19
64	18
67	17
76.8	16
74.3	15
72.9	14
77.9	13
85	12
90.3	12
91.3	11
90.4	10
87.1	9
87.6	9
91.6	8
100.1	8
109.1	7
117	7
124.7	7
132.6	7
142.6	7
155.8	7
171.9	7
182	8
188.9	8
193.4	8
196.5	9
196.9	10
197.3	10
196.9	11
193.8	12
189.4	13
185.1	14
183.7	15
181.3	16
179.4	17
175.6	18
170.9	19
165.5	20
161.4	21
157.7	22
153.7	23
149.8	24
142.7	24
134.8	25
126	26
119.3	26
112.6	27
105.9	27
99.2	27
91	27
83.8	27
75.9	27
70.8	27
65.1	27
61.1	27
57.9	26
54.9	26
51.8	25
49	24
47.7	24
45.9	23
44.3	22
41.8	22
40.4	21
39.1	20
39.9	19
41	18
42.7	17
44.7	16
46.7	15
45.4	14
49.3	14
56.8	13
39.6	12
33.7	11
40.3	10
43.6	10
43.2	9
45.7	8
50.8	8
56.3	7
61.6	6
63.7	6
65.3	5
65.8	5
65.5	4
65.2	4
66.8	4
69.6	3
69.7	3
72.8	3
83.3	2
91.2	2
83.8	2
72.1	2
15.9	2
-6.8	2
13.5	2
27.2	2
35.8	2
37.2	2
22.4	2
27.2	2
25.2	2
8.6	2
-3	2
-4.7	3
3.5	3
13.6	3
19	4
18.9	4
13.4	5
10	6
8.2	7
12.3	8
15.4	9
14.5	10
7.8	11
0.7	12
-1.8	13
-1.8	14
0.9	16
1.1	17
-0.3	18
-4.7	19
-7.1	20
-6.8	21
-2.9	23
0.5	24
0	25
-2.9	26
-4.7	27
-2.4	28
1.8	29
8.6	29
12.5	30
13.9	31
13.6	31
14.3	32
16.1	32
18.5	32
21.5	33
20.4	33
18	33
19.1	33
10.5	33
21.9	32
46.1	32
56.9	32
42.1	31
-0.5	31
-18.9	30
-0.7	29
7.3	28
14.5	28
17.8	27
26.2	26
35.1	25
37.6	24
31.8	23
24.2	22
22.1	20
26.8	19
34.3	18
38.2	17
36.1	16
29.1	15
22.5	14
20.2	14
22.7	13
25.6	12
26.2	12
22.5	11
15.2	11
11.8	11
11.5	11
12.9	10
12.8	10
