47.5	1
44.8	1
43	1
39.7	1
38.1	1
33.4	1
28.2	1
-3.5	1
37.9	1
0.8	1
-67.8	1
-65	1
-21.9	1
0.1	1
-2.3	2
2.1	2
14.5	3
24.3	4
26.5	5
21.6	6
17.4	8
19.8	10
29.3	13
38.9	16
43.3	18
40.1	22
34.6	25
33	29
34.6	32
41.7	36
47.4	40
49.2	44
46.3	48
45.3	52
47	55
53	59
59.1	62
62.6	66
62.6	69
60.4	72
60.9	74
63.7	76
69.6	78
72.9	80
77	82
78.5	83
81.2	84
85.8	84
91.7	84
98.9	84
102.8	84
100.6	83
94.3	82
87.8	81
82.9	79
82.9	78
82.1	76
80.3	73
77.2	71
73.9	68
71.9	65
70.1	62
70.4	59
69.5	56
68.3	53
63	50
57.8	46
55.2	43
54	39
52.2	36
49.1	33
46.1	30
41.2	27
40.7	24
42	21
34.2	18
21.3	16
26.5	13
23.7	11
28.1	9
32.5	7
34.2	6
37.9	4
39.6	3
39.5	2
38.3	1
36.7	1
38.3	0
41.3	0
44.1	-1
45.4	-1
45.8	-1
43.3	-1
42.6	-1
43.4	-1
46.7	-1
48.7	-1
49.1	-1
47.3	-1
43	-1
38.5	-1
8	-1
53.7	0
11.8	0
-56.5	0
-54.9	0
-12.5	0
7.4	0
4.9	0
9.3	1
20.7	2
29.1	2
27.1	4
20.4	5
15.3	6
18.1	8
26	11
35	13
37.7	16
34.3	18
31.1	21
29.3	24
33.1	28
38.7	31
43.5	34
42.4	38
39.3	41
37.4	44
40.2	48
46.7	51
53	54
55.9	56
54.6	59
52.7	62
52.5	64
56	66
61	68
65.3	69
66.7	70
67	71
68.3	72
71	72
75.6	72
77.4	72
76.7	72
69.8	71
60.6	70
52.9	68
46.2	67
41.6	65
38.6	63
34	61
26.9	58
22.3	56
17.4	53
15	50
12.1	47
9.3	44
4.8	41
-0.5	38
-3.2	35
-3	32
1.3	29
0.8	26
-11.3	24
-21.4	21
-25.1	18
-23	16
-18.2	14
-17.1	12
-14.6	10
-9.7	8
-7.3	6
-5.1	5
-4.6	4
-2.2	3
1.3	2
5.6	1
9.4	1
11.3	0
12.3	0
13.4	-1
15.2	-1
17.9	-1
21.7	-1
23.6	-1
27.8	-1
31.7	-1
34.5	-1
19.2	-1
72.7	-1
-0.6	-1
-60.5	0
-46.4	0
-4.7	0
7.4	0
4.1	1
11.6	2
24.6	3
33.4	4
31.1	5
21.7	7
16.8	9
19	11
29.2	14
37.6	16
39	19
34.9	22
29.2	25
27.3	28
32.2	32
40.1	35
43.9	38
44	42
40.3	45
38.4	48
41.9	51
49.5	54
55.8	56
60.9	59
62.1	61
61.7	63
64.2	65
69.9	66
78.1	68
83.5	69
88.4	69
91.5	70
94.4	70
97.9	70
101.8	69
104.1	69
100.2	68
93.7	67
84.5	65
76.3	64
69	62
64.5	60
59	57
53	55
47	52
41.3	49
36.8	47
32.1	44
28	41
21.4	38
14.9	35
7.5	32
1.4	29
-4.1	26
-8.3	23
-11.7	21
-15.3	18
-17.8	16
-21.4	14
-21.3	12
-21.5	10
-20.3	8
-19.8	6
-19.4	5
-17.4	4
-15.5	3
-12.8	2
-10.3	1
-7.8	0
-6.9	0
-11	-1
-21.9	-1
-14.1	-1
-4.3	-2
3.1	-2
12.5	-2
16.6	-2
23	-2
27.8	-2
33.2	-2
36.2	-2
38	-1
41	-1
45.3	-1
48.9	-1
51.2	-1
52.3	-1
51	0
50.8	0
49.4	0
51.9	0
52.6	0
52.3	1
49.9	1
47.9	1
44.8	1
41.6	1
39.8	1
36.4	1
13.5	1
27	1
28	1
-53.3	1
-66.4	1
-27.1	1
4.6	2
4.1	2
5.9	2
16.2	3
25.5	3
30.1	4
27	6
23.5	8
24.3	10
31	12
40.3	15
45.7	18
45.2	21
39.9	24
36.3	27
36.4	31
41.6	35
46	38
49.1	42
48.3	46
48.1	50
48.6	54
51.9	57
57.3	61
59.5	64
61.2	67
59.3	70
59.9	72
61	75
64.9	77
68.5	79
71.6	80
74.6	82
76.8	82
81.8	83
86.9	83
92.7	83
94.5	83
92.8	82
88.6	82
83.4	80
79.1	79
76.1	77
74.2	75
70.9	73
68.4	71
65.6	68
64	65
62.2	62
61.9	60
60.8	56
58.6	53
55.4	50
52.4	46
50.5	43
46.8	40
43.3	36
38.7	33
37.1	30
37.6	27
40.1	24
43.2	21
29.8	18
11.9	16
16.3	14
18.1	12
17	10
25.6	8
28.4	6
32.7	5
35.5	4
34.6	2
32.5	2
31.8	1
34.2	0
37.3	0
41.1	-1
42	-1
42.3	-1
41	-1
41.4	-1
43.4	-1
46.5	-1
48.1	-1
46.6	-1
44	-1
31	-1
19.6	0
56.7	0
-24.1	0
-57.3	0
-30.6	0
7.3	0
9.7	0
8.8	1
17.2	1
29.4	2
31.3	3
25.4	4
16.8	6
13.5	7
17.3	9
25.7	12
31.9	14
30	17
24.4	20
17.9	23
19	26
24.4	29
30.1	32
30.8	36
28.4	39
25.9	42
25.1	46
29.7	49
37.3	52
43.2	55
45.2	57
44.3	60
43.4	62
45.3	64
49.8	66
55.9	68
62.2	69
64.6	70
67.2	71
71.4	71
77.6	72
80.6	72
81.4	71
78	70
71.2	70
62	68
53.6	67
49.8	65
46	64
42.7	62
37.4	59
31.6	57
26.3	54
22.4	51
18.5	49
14.3	46
11.9	43
8.8	40
9.4	37
2.5	34
-12.2	31
-22	28
-25.2	25
-22	22
-24.9	20
-26.6	17
-24.2	15
-19.8	13
-17.5	11
-17	9
-19.3	7
-18.4	6
-15.1	4
-9.3	3
-4.1	2
-1.3	2
-0.5	1
-0.7	0
0	0
4.5	0
10.7	0
13.4	-1
15.8	-1
15.4	-1
12	-1
-15.8	-1
35.2	-1
-15.7	-1
-72.7	-1
